id_anneau,id_secteur,pk,z_tn,z_base_tunnel,z_voute_tunnel
1343,2,2013.0,56.49,33.84,42.84
1344,2,2014.5,56.48,33.84,42.84
1345,2,2016.0,56.47,33.84,42.84
1346,2,2017.5,56.45,33.84,42.84
1347,2,2019.0,56.44,33.84,42.84
1348,2,2020.5,56.43,33.85,42.85
1349,2,2022.0,56.42,33.85,42.85
1350,2,2023.5,56.41,33.86,42.86
1351,2,2025.0,56.39,33.86,42.86
1352,2,2026.5,56.38,33.87,42.87
1353,2,2028.0,56.38,33.87,42.87
1354,2,2029.5,56.37,33.88,42.88
1355,2,2031.0,56.36,33.89,42.89
1356,2,2032.5,56.35,33.9,42.9
1357,2,2034.0,56.34,33.91,42.91
1358,2,2035.5,56.33,33.92,42.92
1359,2,2037.0,56.33,33.93,42.93
1360,2,2038.5,56.32,33.94,42.94
1361,2,2040.0,56.32,33.95,42.95
1362,2,2041.5,56.31,33.97,42.97
1363,3,2043.0,56.31,33.98,42.98
1364,3,2044.5,56.3,33.99,42.99
1365,3,2046.0,56.3,34.01,43.01
1366,3,2047.5,56.3,34.02,43.02
1367,3,2049.0,56.29,34.04,43.04
1368,3,2050.5,56.29,34.06,43.06
1369,3,2052.0,56.29,34.08,43.08
1370,3,2053.5,56.29,34.09,43.09
1371,3,2055.0,56.29,34.11,43.11
1372,3,2056.5,56.29,34.13,43.13
1373,3,2058.0,56.29,34.15,43.15
1374,3,2059.5,56.29,34.17,43.17
1375,3,2061.0,56.3,34.2,43.2
1376,3,2062.5,56.3,34.22,43.22
1377,3,2064.0,56.3,34.24,43.24
1378,3,2065.5,56.3,34.26,43.26
1379,3,2067.0,56.31,34.29,43.29
1380,3,2068.5,56.31,34.31,43.31
1381,3,2070.0,56.32,34.34,43.34
1382,3,2071.5,56.32,34.36,43.36
1383,3,2073.0,56.33,34.39,43.39
1384,3,2074.5,56.34,34.42,43.42
1385,3,2076.0,56.34,34.44,43.44
1386,3,2077.5,56.35,34.47,43.47
1387,3,2079.0,56.36,34.5,43.5
1388,3,2080.5,56.37,34.53,43.53
1389,3,2082.0,56.38,34.56,43.56
1390,3,2083.5,56.39,34.59,43.59
1391,3,2085.0,56.4,34.62,43.62
1392,3,2086.5,56.41,34.65,43.65
1393,3,2088.0,56.42,34.68,43.68
1394,3,2089.5,56.43,34.72,43.72
1395,3,2091.0,56.45,34.75,43.75
1396,3,2092.5,56.46,34.78,43.78
1397,3,2094.0,56.47,34.81,43.81
1398,3,2095.5,56.49,34.85,43.85
1399,3,2097.0,56.5,34.88,43.88
1400,3,2098.5,56.52,34.92,43.92
1401,3,2100.0,56.53,34.95,43.95
1402,3,2101.5,56.55,34.99,43.99
1403,3,2103.0,56.57,35.02,44.02
1404,3,2104.5,56.58,35.06,44.06
1405,3,2106.0,56.6,35.1,44.1
1406,3,2107.5,56.62,35.13,44.13
1407,3,2109.0,56.64,35.17,44.17
1408,3,2110.5,56.65,35.21,44.21
1409,3,2112.0,56.67,35.24,44.24
1410,3,2113.5,56.69,35.28,44.28
1411,3,2115.0,56.71,35.32,44.32
1412,3,2116.5,56.73,35.36,44.36
1413,3,2118.0,56.75,35.4,44.4
1414,3,2119.5,56.77,35.43,44.43
1415,3,2121.0,56.8,35.47,44.47
1416,3,2122.5,56.82,35.51,44.51
1417,3,2124.0,56.84,35.55,44.55
1418,3,2125.5,56.86,35.59,44.59
1419,3,2127.0,56.89,35.63,44.63
1420,3,2128.5,56.91,35.67,44.67
1421,3,2130.0,56.93,35.71,44.71
1422,3,2131.5,56.96,35.75,44.75
1423,3,2133.0,56.98,35.79,44.79
1424,3,2134.5,57.01,35.83,44.83
1425,3,2136.0,57.03,35.87,44.87
1426,3,2137.5,57.05,35.91,44.91
1427,3,2139.0,57.08,35.94,44.94
1428,3,2140.5,57.11,35.98,44.98
1429,3,2142.0,57.13,36.02,45.02
1430,3,2143.5,57.16,36.06,45.06
1431,3,2145.0,57.18,36.1,45.1
1432,3,2146.5,57.21,36.14,45.14
1433,3,2148.0,57.24,36.18,45.18
1434,3,2149.5,57.26,36.22,45.22
1435,3,2151.0,57.29,36.26,45.26
1436,3,2152.5,57.32,36.3,45.3
1437,3,2154.0,57.35,36.34,45.34
1438,3,2155.5,57.37,36.37,45.37
1439,3,2157.0,57.4,36.41,45.41
1440,3,2158.5,57.43,36.45,45.45
1441,3,2160.0,57.46,36.49,45.49
1442,3,2161.5,57.49,36.52,45.52
1443,3,2163.0,57.52,36.56,45.56
1444,3,2164.5,57.54,36.6,45.6
1445,3,2166.0,57.57,36.63,45.63
1446,3,2167.5,57.6,36.67,45.67
1447,3,2169.0,57.63,36.71,45.71
1448,3,2170.5,57.66,36.74,45.74
1449,3,2172.0,57.69,36.78,45.78
1450,3,2173.5,57.72,36.81,45.81
1451,3,2175.0,57.74,36.85,45.85
1452,3,2176.5,57.77,36.88,45.88
1453,3,2178.0,57.8,36.91,45.91
1454,3,2179.5,57.83,36.95,45.95
1455,3,2181.0,57.86,36.98,45.98
1456,3,2182.5,57.89,37.01,46.01
1457,3,2184.0,57.92,37.04,46.04
1458,3,2185.5,57.95,37.07,46.07
1459,3,2187.0,57.98,37.1,46.1
1460,3,2188.5,58.0,37.13,46.13
1461,3,2190.0,58.03,37.16,46.16
1462,3,2191.5,58.06,37.19,46.19
1463,3,2193.0,58.09,37.22,46.22
1464,3,2194.5,58.12,37.25,46.25
1465,3,2196.0,58.15,37.28,46.28
1466,3,2197.5,58.17,37.3,46.3
1467,3,2199.0,58.2,37.33,46.33
1468,3,2200.5,58.23,37.35,46.35
1469,3,2202.0,58.26,37.38,46.38
1470,3,2203.5,58.29,37.4,46.4
1471,3,2205.0,58.31,37.43,46.43
1472,3,2206.5,58.34,37.45,46.45
1473,3,2208.0,58.37,37.47,46.47
1474,3,2209.5,58.39,37.49,46.49
1475,3,2211.0,58.42,37.51,46.51
1476,3,2212.5,58.45,37.53,46.53
1477,3,2214.0,58.47,37.55,46.55
1478,3,2215.5,58.5,37.57,46.57
1479,3,2217.0,58.52,37.59,46.59
1480,3,2218.5,58.55,37.61,46.61
1481,3,2220.0,58.57,37.62,46.62
1482,3,2221.5,58.6,37.64,46.64
1483,3,2223.0,58.62,37.65,46.65
1484,3,2224.5,58.65,37.67,46.67
1485,3,2226.0,58.67,37.68,46.68
1486,3,2227.5,58.69,37.69,46.69
1487,3,2229.0,58.72,37.7,46.7
1488,3,2230.5,58.74,37.72,46.72
1489,3,2232.0,58.76,37.73,46.73
1490,3,2233.5,58.79,37.73,46.73
1491,3,2235.0,58.81,37.74,46.74
1492,3,2236.5,58.83,37.75,46.75
1493,3,2238.0,58.85,37.76,46.76
1494,3,2239.5,58.87,37.76,46.76
1495,3,2241.0,58.89,37.77,46.77
1496,3,2242.5,58.91,37.77,46.77
1497,3,2244.0,58.93,37.78,46.78
1498,3,2245.5,58.95,37.78,46.78
1499,3,2247.0,58.97,37.78,46.78
1500,3,2248.5,58.99,37.78,46.78
1501,3,2250.0,59.0,37.78,46.78
1502,3,2251.5,59.02,37.78,46.78
1503,3,2253.0,59.04,37.78,46.78
1504,3,2254.5,59.06,37.78,46.78
1505,3,2256.0,59.07,37.77,46.77
1506,3,2257.5,59.09,37.77,46.77
1507,3,2259.0,59.1,37.76,46.76
1508,3,2260.5,59.12,37.76,46.76
1509,3,2262.0,59.13,37.75,46.75
1510,3,2263.5,59.15,37.74,46.74
1511,3,2265.0,59.16,37.73,46.73
1512,3,2266.5,59.17,37.73,46.73
1513,3,2268.0,59.19,37.72,46.72
1514,3,2269.5,59.2,37.7,46.7
1515,3,2271.0,59.21,37.69,46.69
1516,3,2272.5,59.22,37.68,46.68
1517,3,2274.0,59.23,37.67,46.67
1518,3,2275.5,59.24,37.65,46.65
1519,3,2277.0,59.25,37.64,46.64
1520,3,2278.5,59.26,37.62,46.62
1521,3,2280.0,59.27,37.6,46.6
1522,3,2281.5,59.28,37.59,46.59
1523,3,2283.0,59.29,37.57,46.57
1524,3,2284.5,59.3,37.55,46.55
1525,3,2286.0,59.3,37.53,46.53
1526,3,2287.5,59.31,37.51,46.51
1527,3,2289.0,59.32,37.49,46.49
1528,3,2290.5,59.32,37.46,46.46
1529,3,2292.0,59.33,37.44,46.44
1530,3,2293.5,59.33,37.42,46.42
1531,3,2295.0,59.34,37.39,46.39
1532,3,2296.5,59.34,37.37,46.37
1533,3,2298.0,59.34,37.34,46.34
1534,3,2299.5,59.35,37.31,46.31
1535,3,2301.0,59.35,37.29,46.29
1536,3,2302.5,59.35,37.26,46.26
1537,3,2304.0,59.35,37.23,46.23
1538,3,2305.5,59.35,37.2,46.2
1539,3,2307.0,59.36,37.17,46.17
1540,3,2308.5,59.36,37.14,46.14
1541,3,2310.0,59.36,37.11,46.11
1542,3,2311.5,59.35,37.07,46.07
1543,3,2313.0,59.35,37.04,46.04
1544,3,2314.5,59.35,37.01,46.01
1545,3,2316.0,59.35,36.97,45.97
1546,3,2317.5,59.35,36.94,45.94
1547,3,2319.0,59.34,36.9,45.9
1548,3,2320.5,59.34,36.87,45.87
1549,3,2322.0,59.34,36.83,45.83
1550,3,2323.5,59.33,36.79,45.79
1551,3,2325.0,59.33,36.76,45.76
1552,3,2326.5,59.32,36.72,45.72
1553,3,2328.0,59.32,36.68,45.68
1554,3,2329.5,59.31,36.64,45.64
1555,3,2331.0,59.31,36.6,45.6
1556,3,2332.5,59.3,36.56,45.56
1557,3,2334.0,59.29,36.52,45.52
1558,3,2335.5,59.29,36.48,45.48
1559,3,2337.0,59.28,36.44,45.44
1560,3,2338.5,59.27,36.4,45.4
1561,3,2340.0,59.26,36.36,45.36
1562,3,2341.5,59.25,36.31,45.31
1563,3,2343.0,59.24,36.27,45.27
1564,3,2344.5,59.23,36.23,45.23
1565,3,2346.0,59.22,36.18,45.18
1566,3,2347.5,59.21,36.14,45.14
1567,3,2349.0,59.2,36.1,45.1
1568,3,2350.5,59.19,36.05,45.05
1569,3,2352.0,59.18,36.01,45.01
1570,3,2353.5,59.17,35.96,44.96
1571,3,2355.0,59.16,35.92,44.92
1572,3,2356.5,59.15,35.87,44.87
1573,3,2358.0,59.14,35.83,44.83
1574,3,2359.5,59.12,35.78,44.78
1575,3,2361.0,59.11,35.74,44.74
1576,3,2362.5,59.1,35.69,44.69
1577,3,2364.0,59.09,35.64,44.64
1578,3,2365.5,59.07,35.6,44.6
1579,3,2367.0,59.06,35.55,44.55
1580,3,2368.5,59.05,35.5,44.5
1581,3,2370.0,59.03,35.46,44.46
1582,3,2371.5,59.02,35.41,44.41
1583,3,2373.0,59.01,35.36,44.36
1584,3,2374.5,58.99,35.32,44.32
1585,3,2376.0,58.98,35.27,44.27
1586,3,2377.5,58.96,35.22,44.22
1587,3,2379.0,58.95,35.18,44.18
1588,3,2380.5,58.93,35.13,44.13
1589,3,2382.0,58.92,35.08,44.08
1590,3,2383.5,58.9,35.04,44.04
1591,3,2385.0,58.89,34.99,43.99
1592,3,2386.5,58.87,34.95,43.95
1593,3,2388.0,58.86,34.9,43.9
1594,3,2389.5,58.84,34.85,43.85
1595,3,2391.0,58.83,34.81,43.81
1596,3,2392.5,58.81,34.76,43.76
1597,3,2394.0,58.8,34.72,43.72
1598,3,2395.5,58.78,34.67,43.67
1599,3,2397.0,58.77,34.63,43.63
1600,3,2398.5,58.75,34.58,43.58
1601,3,2400.0,58.74,34.54,43.54
1602,3,2401.5,58.72,34.49,43.49
1603,3,2403.0,58.71,34.45,43.45
1604,3,2404.5,58.69,34.4,43.4
1605,3,2406.0,58.68,34.36,43.36
1606,3,2407.5,58.66,34.32,43.32
1607,3,2409.0,58.64,34.27,43.27
1608,3,2410.5,58.63,34.23,43.23
1609,3,2412.0,58.62,34.19,43.19
1610,3,2413.5,58.6,34.15,43.15
1611,3,2415.0,58.59,34.11,43.11
1612,3,2416.5,58.57,34.07,43.07
1613,3,2418.0,58.56,34.03,43.03
1614,3,2419.5,58.54,33.99,42.99
1615,3,2421.0,58.53,33.95,42.95
1616,3,2422.5,58.51,33.91,42.91
1617,3,2424.0,58.5,33.87,42.87
1618,3,2425.5,58.49,33.83,42.83
1619,3,2427.0,58.47,33.79,42.79
1620,3,2428.5,58.46,33.75,42.75
1621,3,2430.0,58.45,33.72,42.72
1622,3,2431.5,58.43,33.68,42.68
1623,3,2433.0,58.42,33.65,42.65
1624,3,2434.5,58.41,33.61,42.61
1625,3,2436.0,58.4,33.58,42.58
1626,3,2437.5,58.39,33.54,42.54
1627,3,2439.0,58.37,33.51,42.51
1628,3,2440.5,58.36,33.47,42.47
1629,3,2442.0,58.35,33.44,42.44
1630,3,2443.5,58.34,33.41,42.41
1631,3,2445.0,58.33,33.38,42.38
1632,3,2446.5,58.32,33.35,42.35
1633,3,2448.0,58.31,33.32,42.32
1634,3,2449.5,58.3,33.29,42.29
1635,3,2451.0,58.29,33.26,42.26
1636,3,2452.5,58.28,33.23,42.23
1637,3,2454.0,58.27,33.2,42.2
1638,3,2455.5,58.26,33.18,42.18
1639,3,2457.0,58.26,33.15,42.15
1640,3,2458.5,58.25,33.13,42.13
1641,3,2460.0,58.24,33.1,42.1
1642,3,2461.5,58.23,33.08,42.08
1643,3,2463.0,58.23,33.05,42.05
1644,3,2464.5,58.22,33.03,42.03
1645,3,2466.0,58.21,33.01,42.01
1646,3,2467.5,58.21,32.99,41.99
1647,3,2469.0,58.2,32.97,41.97
1648,3,2470.5,58.2,32.95,41.95
1649,3,2472.0,58.2,32.93,41.93
1650,3,2473.5,58.19,32.91,41.91
1651,3,2475.0,58.19,32.89,41.89
1652,3,2476.5,58.18,32.87,41.87
1653,3,2478.0,58.18,32.86,41.86
1654,3,2479.5,58.18,32.84,41.84
1655,3,2481.0,58.18,32.83,41.83
1656,3,2482.5,58.18,32.81,41.81
1657,3,2484.0,58.18,32.8,41.8
1658,3,2485.5,58.17,32.79,41.79
1659,3,2487.0,58.17,32.77,41.77
1660,3,2488.5,58.17,32.76,41.76
1661,3,2490.0,58.18,32.75,41.75
1662,3,2491.5,58.18,32.74,41.74
1663,3,2493.0,58.18,32.73,41.73
1664,3,2494.5,58.18,32.72,41.72
1665,3,2496.0,58.18,32.72,41.72
1666,3,2497.5,58.19,32.71,41.71
1667,3,2499.0,58.19,32.7,41.7
1668,3,2500.5,58.19,32.7,41.7
1669,3,2502.0,58.2,32.69,41.69
1670,3,2503.5,58.2,32.69,41.69
1671,3,2505.0,58.21,32.68,41.68
1672,3,2506.5,58.21,32.68,41.68
1673,3,2508.0,58.22,32.68,41.68
1674,3,2509.5,58.23,32.67,41.67
1675,3,2511.0,58.23,32.67,41.67
1676,3,2512.5,58.24,32.67,41.67
1677,3,2514.0,58.25,32.67,41.67
1678,3,2515.5,58.26,32.67,41.67
1679,3,2517.0,58.26,32.68,41.68
1680,3,2518.5,58.27,32.68,41.68
1681,3,2520.0,58.28,32.68,41.68
1682,3,2521.5,58.29,32.68,41.68
1683,3,2523.0,58.3,32.69,41.69
1684,3,2524.5,58.31,32.69,41.69
1685,3,2526.0,58.33,32.7,41.7
1686,3,2527.5,58.34,32.7,41.7
1687,3,2529.0,58.35,32.71,41.71
1688,3,2530.5,58.36,32.71,41.71
1689,3,2532.0,58.38,32.72,41.72
1690,3,2533.5,58.39,32.73,41.73
1691,3,2535.0,58.4,32.74,41.74
1692,3,2536.5,58.42,32.75,41.75
1693,3,2538.0,58.43,32.76,41.76
1694,3,2539.5,58.45,32.77,41.77
1695,3,2541.0,58.46,32.78,41.78
1696,3,2542.5,58.48,32.79,41.79
1697,3,2544.0,58.49,32.8,41.8
1698,3,2545.5,58.51,32.81,41.81
1699,3,2547.0,58.53,32.82,41.82
1700,3,2548.5,58.54,32.83,41.83
1701,3,2550.0,58.56,32.85,41.85
1702,3,2551.5,58.58,32.86,41.86
1703,3,2553.0,58.6,32.87,41.87
1704,3,2554.5,58.62,32.89,41.89
1705,3,2556.0,58.64,32.9,41.9
1706,3,2557.5,58.65,32.92,41.92
1707,3,2559.0,58.67,32.93,41.93
1708,3,2560.5,58.69,32.95,41.95
1709,3,2562.0,58.71,32.96,41.96
1710,3,2563.5,58.73,32.98,41.98
1711,3,2565.0,58.76,33.0,42.0
1712,3,2566.5,58.78,33.01,42.01
1713,3,2568.0,58.8,33.03,42.03
1714,3,2569.5,58.82,33.05,42.05
1715,3,2571.0,58.84,33.06,42.06
1716,3,2572.5,58.86,33.08,42.08
1717,3,2574.0,58.89,33.1,42.1
1718,3,2575.5,58.91,33.11,42.11
1719,3,2577.0,58.93,33.13,42.13
1720,3,2578.5,58.95,33.15,42.15
1721,3,2580.0,58.98,33.17,42.17
1722,3,2581.5,59.0,33.19,42.19
1723,3,2583.0,59.02,33.2,42.2
1724,3,2584.5,59.05,33.22,42.22
1725,3,2586.0,59.07,33.24,42.24
1726,3,2587.5,59.09,33.26,42.26
1727,3,2589.0,59.12,33.28,42.28
1728,3,2590.5,59.14,33.3,42.3
1729,3,2592.0,59.17,33.32,42.32
1730,3,2593.5,59.19,33.33,42.33
1731,3,2595.0,59.22,33.35,42.35
1732,3,2596.5,59.24,33.37,42.37
1733,3,2598.0,59.26,33.39,42.39
1734,3,2599.5,59.29,33.41,42.41
1735,3,2601.0,59.31,33.43,42.43
1736,3,2602.5,59.34,33.44,42.44
1737,3,2604.0,59.36,33.46,42.46
1738,3,2605.5,59.39,33.48,42.48
1739,3,2607.0,59.41,33.5,42.5
1740,3,2608.5,59.44,33.51,42.51
1741,3,2610.0,59.46,33.53,42.53
1742,3,2611.5,59.49,33.55,42.55
1743,3,2613.0,59.51,33.56,42.56
1744,3,2614.5,59.54,33.58,42.58
1745,3,2616.0,59.56,33.6,42.6
1746,3,2617.5,59.59,33.61,42.61
1747,3,2619.0,59.61,33.63,42.63
1748,3,2620.5,59.64,33.64,42.64
1749,3,2622.0,59.66,33.66,42.66
1750,3,2623.5,59.69,33.67,42.67
1751,3,2625.0,59.71,33.69,42.69
1752,3,2626.5,59.73,33.7,42.7
1753,3,2628.0,59.76,33.72,42.72
1754,3,2629.5,59.78,33.73,42.73
1755,3,2631.0,59.81,33.74,42.74
1756,3,2632.5,59.83,33.75,42.75
1757,3,2634.0,59.85,33.77,42.77
1758,3,2635.5,59.87,33.78,42.78
1759,3,2637.0,59.9,33.79,42.79
1760,3,2638.5,59.92,33.8,42.8
1761,3,2640.0,59.94,33.81,42.81
1762,3,2641.5,59.97,33.82,42.82
1763,3,2643.0,59.99,33.83,42.83
1764,3,2644.5,60.01,33.84,42.84
1765,3,2646.0,60.03,33.85,42.85
1766,3,2647.5,60.05,33.85,42.85
1767,3,2649.0,60.07,33.86,42.86
1768,3,2650.5,60.09,33.87,42.87
1769,3,2652.0,60.11,33.87,42.87
1770,3,2653.5,60.13,33.88,42.88
1771,3,2655.0,60.15,33.88,42.88
1772,3,2656.5,60.17,33.89,42.89
1773,3,2658.0,60.19,33.89,42.89
1774,3,2659.5,60.21,33.89,42.89
1775,3,2661.0,60.23,33.9,42.9
1776,3,2662.5,60.25,33.9,42.9
1777,3,2664.0,60.26,33.9,42.9
1778,3,2665.5,60.28,33.9,42.9
1779,3,2667.0,60.3,33.9,42.9
1780,3,2668.5,60.31,33.9,42.9
1781,3,2670.0,60.33,33.9,42.9
1782,3,2671.5,60.35,33.89,42.89
1783,3,2673.0,60.36,33.89,42.89
1784,3,2674.5,60.38,33.89,42.89
1785,3,2676.0,60.39,33.88,42.88
1786,3,2677.5,60.4,33.88,42.88
1787,3,2679.0,60.42,33.87,42.87
1788,3,2680.5,60.43,33.86,42.86
1789,3,2682.0,60.44,33.86,42.86
1790,3,2683.5,60.45,33.85,42.85
1791,3,2685.0,60.46,33.84,42.84
1792,3,2686.5,60.48,33.83,42.83
1793,3,2688.0,60.49,33.82,42.82
1794,3,2689.5,60.5,33.81,42.81
1795,3,2691.0,60.51,33.8,42.8
1796,3,2692.5,60.51,33.78,42.78
1797,3,2694.0,60.52,33.77,42.77
1798,3,2695.5,60.53,33.76,42.76
1799,3,2697.0,60.54,33.74,42.74
1800,3,2698.5,60.54,33.73,42.73
1801,3,2700.0,60.55,33.71,42.71
1802,3,2701.5,60.56,33.69,42.69
1803,3,2703.0,60.56,33.67,42.67
1804,3,2704.5,60.57,33.65,42.65
1805,3,2706.0,60.57,33.64,42.64
1806,3,2707.5,60.57,33.61,42.61
1807,3,2709.0,60.58,33.59,42.59
1808,3,2710.5,60.58,33.57,42.57
1809,3,2712.0,60.58,33.55,42.55
1810,3,2713.5,60.58,33.53,42.53
1811,3,2715.0,60.58,33.5,42.5
1812,3,2716.5,60.58,33.48,42.48
1813,3,2718.0,60.58,33.45,42.45
1814,3,2719.5,60.58,33.42,42.42
1815,3,2721.0,60.58,33.4,42.4
1816,3,2722.5,60.57,33.37,42.37
1817,3,2724.0,60.57,33.34,42.34
1818,3,2725.5,60.57,33.31,42.31
1819,3,2727.0,60.56,33.28,42.28
1820,3,2728.5,60.56,33.25,42.25
1821,3,2730.0,60.55,33.22,42.22
1822,3,2731.5,60.55,33.19,42.19
1823,3,2733.0,60.54,33.15,42.15
1824,3,2734.5,60.53,33.12,42.12
1825,3,2736.0,60.52,33.08,42.08
1826,3,2737.5,60.52,33.05,42.05
1827,3,2739.0,60.51,33.01,42.01
1828,3,2740.5,60.5,32.98,41.98
1829,3,2742.0,60.49,32.94,41.94
1830,3,2743.5,60.48,32.9,41.9
1831,3,2745.0,60.46,32.86,41.86
1832,3,2746.5,60.45,32.82,41.82
1833,3,2748.0,60.44,32.78,41.78
1834,3,2749.5,60.43,32.74,41.74
1835,3,2751.0,60.41,32.7,41.7
1836,3,2752.5,60.4,32.66,41.66
1837,3,2754.0,60.38,32.62,41.62
1838,3,2755.5,60.37,32.57,41.57
1839,3,2757.0,60.35,32.53,41.53
1840,3,2758.5,60.34,32.49,41.49
1841,3,2760.0,60.32,32.44,41.44
1842,3,2761.5,60.3,32.4,41.4
1843,3,2763.0,60.28,32.35,41.35
1844,3,2764.5,60.26,32.31,41.31
1845,3,2766.0,60.24,32.26,41.26
1846,3,2767.5,60.22,32.21,41.21
1847,3,2769.0,60.2,32.16,41.16
1848,3,2770.5,60.18,32.12,41.12
1849,3,2772.0,60.16,32.07,41.07
1850,3,2773.5,60.14,32.02,41.02
1851,3,2775.0,60.12,31.97,40.97
1852,3,2776.5,60.09,31.92,40.92
1853,3,2778.0,60.07,31.87,40.87
1854,3,2779.5,60.05,31.82,40.82
1855,3,2781.0,60.02,31.77,40.77
1856,3,2782.5,60.0,31.71,40.71
1857,3,2784.0,59.97,31.66,40.66
1858,3,2785.5,59.94,31.61,40.61
1859,3,2787.0,59.92,31.56,40.56
1860,3,2788.5,59.89,31.5,40.5
1861,3,2790.0,59.86,31.45,40.45
1862,3,2791.5,59.84,31.4,40.4
1863,3,2793.0,59.81,31.34,40.34
1864,3,2794.5,59.78,31.29,40.29
1865,3,2796.0,59.75,31.24,40.24
1866,3,2797.5,59.72,31.18,40.18
1867,3,2799.0,59.69,31.13,40.13
1868,3,2800.5,59.66,31.07,40.07
1869,3,2802.0,59.63,31.02,40.02
1870,3,2803.5,59.6,30.96,39.96
1871,3,2805.0,59.57,30.91,39.91
1872,3,2806.5,59.54,30.85,39.85
1873,3,2808.0,59.51,30.8,39.8
1874,3,2809.5,59.47,30.74,39.74
1875,3,2811.0,59.44,30.69,39.69
1876,3,2812.5,59.41,30.63,39.63
1877,3,2814.0,59.38,30.58,39.58
1878,3,2815.5,59.34,30.52,39.52
1879,3,2817.0,59.31,30.47,39.47
1880,3,2818.5,59.27,30.41,39.41
1881,3,2820.0,59.24,30.35,39.35
1882,3,2821.5,59.21,30.3,39.3
1883,3,2823.0,59.17,30.24,39.24
1884,3,2824.5,59.14,30.19,39.19
1885,3,2826.0,59.1,30.13,39.13
1886,3,2827.5,59.07,30.08,39.08
1887,3,2829.0,59.03,30.02,39.02
1888,3,2830.5,58.99,29.97,38.97
1889,3,2832.0,58.96,29.91,38.91
1890,3,2833.5,58.92,29.86,38.86
1891,3,2835.0,58.89,29.8,38.8
1892,3,2836.5,58.85,29.75,38.75
1893,3,2838.0,58.81,29.7,38.7
1894,3,2839.5,58.78,29.64,38.64
1895,3,2841.0,58.74,29.59,38.59
1896,3,2842.5,58.7,29.54,38.54
1897,3,2844.0,58.67,29.48,38.48
1898,3,2845.5,58.63,29.43,38.43
1899,3,2847.0,58.59,29.38,38.38
1900,3,2848.5,58.56,29.33,38.33
1901,3,2850.0,58.52,29.28,38.28
1902,3,2851.5,58.48,29.23,38.23
1903,3,2853.0,58.45,29.18,38.18
1904,3,2854.5,58.41,29.13,38.13
1905,3,2856.0,58.37,29.08,38.08
1906,3,2857.5,58.33,29.03,38.03
1907,3,2859.0,58.3,28.98,37.98
1908,3,2860.5,58.26,28.93,37.93
1909,3,2862.0,58.22,28.88,37.88
1910,3,2863.5,58.19,28.83,37.83
1911,3,2865.0,58.15,28.79,37.79
1912,3,2866.5,58.11,28.74,37.74
1913,3,2868.0,58.08,28.69,37.69
1914,3,2869.5,58.04,28.65,37.65
1915,3,2871.0,58.01,28.6,37.6
1916,3,2872.5,57.97,28.56,37.56
1917,3,2874.0,57.93,28.52,37.52
1918,3,2875.5,57.9,28.47,37.47
1919,3,2877.0,57.86,28.43,37.43
1920,3,2878.5,57.83,28.39,37.39
1921,3,2880.0,57.79,28.35,37.35
1922,3,2881.5,57.76,28.31,37.31
1923,3,2883.0,57.72,28.27,37.27
1924,3,2884.5,57.69,28.23,37.23
1925,3,2886.0,57.65,28.19,37.19
1926,3,2887.5,57.62,28.15,37.15
1927,3,2889.0,57.58,28.11,37.11
1928,3,2890.5,57.55,28.08,37.08
1929,3,2892.0,57.52,28.04,37.04
1930,3,2893.5,57.48,28.0,37.0
1931,3,2895.0,57.45,27.97,36.97
1932,3,2896.5,57.42,27.94,36.94
1933,3,2898.0,57.39,27.9,36.9
1934,3,2899.5,57.35,27.87,36.87
1935,3,2901.0,57.32,27.84,36.84
1936,3,2902.5,57.29,27.81,36.81
1937,3,2904.0,57.26,27.78,36.78
1938,3,2905.5,57.23,27.75,36.75
1939,3,2907.0,57.2,27.72,36.72
1940,3,2908.5,57.17,27.69,36.69
1941,3,2910.0,57.14,27.67,36.67
1942,3,2911.5,57.11,27.64,36.64
1943,3,2913.0,57.08,27.62,36.62
1944,3,2914.5,57.05,27.59,36.59
1945,3,2916.0,57.03,27.57,36.57
1946,3,2917.5,57.0,27.54,36.54
1947,3,2919.0,56.97,27.52,36.52
1948,3,2920.5,56.95,27.5,36.5
1949,3,2922.0,56.92,27.48,36.48
1950,3,2923.5,56.89,27.46,36.46
1951,3,2925.0,56.87,27.44,36.44
1952,3,2926.5,56.84,27.42,36.42
1953,3,2928.0,56.82,27.41,36.41
1954,3,2929.5,56.79,27.39,36.39
1955,3,2931.0,56.77,27.37,36.37
1956,3,2932.5,56.75,27.36,36.36
1957,4,2934.0,56.72,27.35,36.35
1958,4,2935.5,56.7,27.33,36.33
1959,4,2937.0,56.68,27.32,36.32
1960,4,2938.5,56.66,27.31,36.31
1961,4,2940.0,56.64,27.3,36.3
1962,4,2941.5,56.62,27.29,36.29
1963,4,2943.0,56.6,27.28,36.28
1964,4,2944.5,56.58,27.27,36.27
1965,4,2946.0,56.56,27.27,36.27
1966,4,2947.5,56.54,27.26,36.26
1967,4,2949.0,56.52,27.25,36.25
1968,4,2950.5,56.51,27.25,36.25
1969,4,2952.0,56.49,27.24,36.24
1970,4,2953.5,56.47,27.24,36.24
1971,4,2955.0,56.46,27.24,36.24
1972,4,2956.5,56.44,27.24,36.24
1973,4,2958.0,56.43,27.24,36.24
1974,4,2959.5,56.41,27.24,36.24
1975,4,2961.0,56.4,27.24,36.24
1976,4,2962.5,56.38,27.24,36.24
