id_strati_homogene,id_anneau,gamma_h[kN/m3],E_M[MPa],alpha[],c'[kPa],phi'[°],K0[]
2002,2002,21.62,91.723,0.521,34.931,33.909,0.459
2003,2003,21.614,91.529,0.521,34.863,33.897,0.459
2004,2004,21.608,91.337,0.521,34.795,33.886,0.459
2005,2005,21.602,91.146,0.521,34.729,33.874,0.459
2006,2006,21.596,90.956,0.521,34.663,33.863,0.46
2007,2007,21.59,90.769,0.52,34.599,33.852,0.46
2008,2008,21.584,90.583,0.52,34.535,33.841,0.46
2009,2009,21.578,90.399,0.52,34.472,33.83,0.46
2010,2010,21.573,90.217,0.52,34.41,33.82,0.461
2011,2011,21.567,90.038,0.52,34.349,33.809,0.461
2012,2012,21.561,89.861,0.52,34.289,33.799,0.461
2013,2013,21.556,89.686,0.52,34.231,33.788,0.461
2014,2014,21.55,89.514,0.52,34.173,33.778,0.461
2015,2015,21.545,89.345,0.52,34.117,33.769,0.462
2016,2016,21.54,89.179,0.52,34.062,33.759,0.462
2017,2017,21.535,89.015,0.52,34.009,33.749,0.462
2018,2018,21.53,88.855,0.519,33.956,33.74,0.462
2019,2019,21.525,88.699,0.519,33.905,33.731,0.462
2020,2020,21.52,88.545,0.519,33.856,33.722,0.463
2021,2021,21.515,88.396,0.519,33.808,33.714,0.463
2022,2022,21.511,88.25,0.519,33.761,33.705,0.463
2023,2023,21.506,88.108,0.519,33.716,33.697,0.463
2024,2024,21.502,87.969,0.519,33.673,33.689,0.463
2025,2025,21.497,87.835,0.519,33.631,33.681,0.463
2026,2026,21.493,87.705,0.519,33.591,33.674,0.464
2027,2027,21.489,87.58,0.519,33.553,33.667,0.464
2028,2028,21.485,87.458,0.519,33.516,33.66,0.464
2029,2029,21.482,87.342,0.519,33.481,33.653,0.464
2030,2030,21.478,87.229,0.519,33.448,33.647,0.464
2031,2031,21.474,87.122,0.519,33.416,33.64,0.464
2032,2032,21.471,87.019,0.519,33.387,33.634,0.464
2033,2033,21.468,86.922,0.519,33.359,33.629,0.464
2034,2034,21.465,86.829,0.519,33.333,33.624,0.465
2035,2035,21.462,86.742,0.519,33.309,33.619,0.465
2036,2036,21.459,86.659,0.519,33.287,33.614,0.465
2037,2037,21.456,86.582,0.519,33.267,33.609,0.465
2038,2038,21.454,86.511,0.519,33.249,33.605,0.465
2039,2039,21.451,86.444,0.519,33.233,33.601,0.465
2040,2040,21.449,86.383,0.519,33.219,33.598,0.465
2041,2041,21.447,86.328,0.519,33.207,33.595,0.465
2042,2042,21.445,86.279,0.519,33.197,33.592,0.465
2043,2043,21.443,86.235,0.519,33.189,33.589,0.465
2044,2044,21.442,86.196,0.519,33.183,33.587,0.465
2045,2045,21.44,86.164,0.519,33.179,33.585,0.465
2046,2046,21.439,86.137,0.519,33.178,33.583,0.465
2047,2047,21.438,86.117,0.519,33.178,33.582,0.465
2048,2048,21.437,86.102,0.519,33.181,33.581,0.465
2049,2049,21.436,86.093,0.519,33.185,33.58,0.465
2050,2050,21.435,86.09,0.519,33.192,33.58,0.465
2051,2051,21.434,86.093,0.519,33.201,33.58,0.465
2052,2052,21.434,86.102,0.519,33.212,33.58,0.465
2053,2053,21.434,86.116,0.519,33.225,33.581,0.465
2054,2054,21.434,86.137,0.519,33.24,33.582,0.465
2055,2055,21.434,86.164,0.519,33.257,33.583,0.465
2056,2056,21.434,86.197,0.519,33.276,33.585,0.465
2057,2057,21.434,86.235,0.52,33.297,33.586,0.465
2058,2058,21.435,86.28,0.52,33.32,33.589,0.465
2059,2059,21.435,86.33,0.52,33.346,33.591,0.465
2060,2060,21.436,86.387,0.52,33.373,33.594,0.465
2061,2061,21.437,86.449,0.52,33.402,33.597,0.465
2062,2062,21.438,86.517,0.52,33.434,33.6,0.465
2063,2063,21.44,86.591,0.52,33.467,33.604,0.465
2064,2064,21.441,86.67,0.52,33.502,33.608,0.465
2065,2065,21.442,86.755,0.52,33.539,33.612,0.465
2066,2066,21.444,86.846,0.521,33.578,33.617,0.465
2067,2067,21.446,86.942,0.521,33.619,33.621,0.465
2068,2068,21.448,87.044,0.521,33.661,33.626,0.465
2069,2069,21.45,87.151,0.521,33.705,33.632,0.465
2070,2070,21.452,87.263,0.521,33.751,33.637,0.464
2071,2071,21.455,87.381,0.521,33.799,33.643,0.464
2072,2072,21.457,87.504,0.522,33.849,33.649,0.464
2073,2073,21.46,87.631,0.522,33.9,33.656,0.464
2074,2074,21.462,87.764,0.522,33.952,33.662,0.464
2075,2075,21.465,87.902,0.522,34.006,33.669,0.464
2076,2076,21.468,88.044,0.522,34.062,33.676,0.464
2077,2077,21.471,88.191,0.522,34.119,33.683,0.464
2078,2078,21.475,88.343,0.523,34.177,33.69,0.463
2079,2079,21.478,88.499,0.523,34.237,33.698,0.463
2080,2080,21.481,88.659,0.523,34.298,33.705,0.463
2081,2081,21.485,88.823,0.523,34.361,33.713,0.463
2082,2082,21.489,88.992,0.524,34.424,33.721,0.463
2083,2083,21.492,89.164,0.524,34.489,33.729,0.463
2084,2084,21.496,89.341,0.524,34.555,33.738,0.463
2085,2085,21.5,89.521,0.524,34.622,33.746,0.462
2086,2086,21.504,89.705,0.524,34.69,33.755,0.462
2087,2087,21.508,89.892,0.525,34.759,33.763,0.462
2088,2088,21.513,90.082,0.525,34.828,33.772,0.462
2089,2089,21.517,90.276,0.525,34.899,33.781,0.462
2090,2090,21.521,90.472,0.525,34.971,33.79,0.461
2091,2091,21.526,90.672,0.526,35.043,33.799,0.461
2092,2092,21.53,90.874,0.526,35.116,33.808,0.461
2093,2093,21.535,91.079,0.526,35.189,33.817,0.461
2094,2094,21.539,91.286,0.526,35.263,33.827,0.461
2095,2095,21.544,91.496,0.527,35.338,33.836,0.461
2096,2096,21.549,91.708,0.527,35.413,33.845,0.46
2097,2097,21.554,91.922,0.527,35.488,33.854,0.46
2098,2098,21.559,92.138,0.527,35.564,33.864,0.46
2099,2099,21.564,92.356,0.528,35.64,33.873,0.46
2100,2100,21.568,92.575,0.528,35.716,33.882,0.46
2101,2101,21.573,92.796,0.528,35.792,33.891,0.459
2102,2102,21.578,93.018,0.529,35.869,33.901,0.459
2103,2103,21.583,93.241,0.529,35.945,33.91,0.459
2104,2104,21.589,93.466,0.529,36.022,33.919,0.459
2105,2105,21.594,93.691,0.529,36.099,33.928,0.459
2106,2106,21.599,93.918,0.53,36.175,33.937,0.458
2107,2107,21.604,94.145,0.53,36.251,33.946,0.458
2108,2108,21.609,94.372,0.53,36.328,33.955,0.458
2109,2109,21.614,94.6,0.531,36.403,33.964,0.458
2110,2110,21.619,94.828,0.531,36.479,33.972,0.458
2111,2111,21.624,95.057,0.531,36.554,33.981,0.457
2112,2112,21.629,95.285,0.531,36.629,33.989,0.457
2113,2113,21.635,95.513,0.532,36.703,33.998,0.457
2114,2114,21.64,95.741,0.532,36.777,34.006,0.457
2115,2115,21.645,95.969,0.532,36.85,34.014,0.457
2116,2116,21.65,96.196,0.533,36.923,34.022,0.457
2117,2117,21.655,96.423,0.533,36.995,34.03,0.456
2118,2118,21.66,96.649,0.533,37.067,34.037,0.456
2119,2119,21.665,96.874,0.534,37.137,34.045,0.456
2120,2120,21.67,97.099,0.534,37.207,34.052,0.456
2121,2121,21.675,97.322,0.534,37.276,34.059,0.456
2122,2122,21.68,97.544,0.534,37.345,34.066,0.456
2123,2123,21.684,97.765,0.535,37.412,34.073,0.455
2124,2124,21.689,97.985,0.535,37.479,34.079,0.455
2125,2125,21.694,98.203,0.535,37.544,34.086,0.455
2126,2126,21.699,98.42,0.536,37.609,34.092,0.455
2127,2127,21.703,98.635,0.536,37.672,34.098,0.455
2128,2128,21.708,98.848,0.536,37.735,34.104,0.455
2129,2129,21.712,99.06,0.537,37.796,34.109,0.454
2130,2130,21.717,99.27,0.537,37.856,34.115,0.454
2131,2131,21.721,99.478,0.537,37.916,34.12,0.454
2132,2132,21.726,99.684,0.537,37.974,34.125,0.454
2133,2133,21.73,99.888,0.538,38.03,34.13,0.454
2134,2134,21.734,100.089,0.538,38.086,34.134,0.454
2135,2135,21.738,100.289,0.538,38.14,34.138,0.454
2136,2136,21.742,100.486,0.539,38.193,34.142,0.454
2137,2137,21.746,100.681,0.539,38.245,34.146,0.453
2138,2138,21.75,100.873,0.539,38.296,34.15,0.453
2139,2139,21.753,101.063,0.54,38.345,34.153,0.453
2140,2140,21.757,101.25,0.54,38.393,34.156,0.453
2141,2141,21.761,101.435,0.54,38.439,34.159,0.453
2142,2142,21.764,101.617,0.54,38.484,34.162,0.453
2143,2143,21.768,101.797,0.541,38.528,34.164,0.453
2144,2144,21.771,101.973,0.541,38.57,34.166,0.453
2145,2145,21.774,102.147,0.541,38.611,34.168,0.453
2146,2146,21.777,102.318,0.541,38.651,34.17,0.453
2147,2147,21.78,102.486,0.542,38.689,34.172,0.452
2148,2148,21.783,102.651,0.542,38.725,34.173,0.452
2149,2149,21.786,102.814,0.542,38.76,34.174,0.452
2150,2150,21.788,102.973,0.543,38.794,34.175,0.452
2151,2151,21.791,103.129,0.543,38.826,34.176,0.452
2152,2152,21.793,103.282,0.543,38.857,34.176,0.452
2153,2153,21.795,103.432,0.543,38.886,34.176,0.452
2154,2154,21.798,103.579,0.544,38.914,34.176,0.452
2155,2155,21.8,103.723,0.544,38.94,34.176,0.452
2156,2156,21.802,103.863,0.544,38.964,34.175,0.452
2157,2157,21.803,104.0,0.544,38.987,34.175,0.452
2158,2158,21.805,104.134,0.545,39.009,34.174,0.452
2159,2159,21.807,104.265,0.545,39.029,34.172,0.452
2160,2160,21.808,104.392,0.545,39.048,34.171,0.452
2161,2161,21.809,104.516,0.545,39.065,34.17,0.452
2162,2162,21.807,104.426,0.547,39.016,34.128,0.453
2163,2163,21.799,104.028,0.55,38.871,34.027,0.454
2164,2164,21.791,103.639,0.554,38.73,33.928,0.455
2165,2165,21.783,103.259,0.557,38.591,33.832,0.457
2166,2166,21.775,102.89,0.56,38.455,33.739,0.458
2167,2167,21.768,102.53,0.563,38.322,33.648,0.459
2168,2168,21.76,102.18,0.566,38.191,33.559,0.461
2169,2169,21.753,101.841,0.569,38.064,33.473,0.462
2170,2170,21.745,101.511,0.572,37.939,33.39,0.463
2171,2171,21.738,101.192,0.575,37.817,33.309,0.464
2172,2172,21.731,100.884,0.577,37.698,33.231,0.465
2173,2173,21.724,100.585,0.58,37.583,33.155,0.466
2174,2174,21.717,100.298,0.582,37.47,33.082,0.468
2175,2175,21.711,100.053,0.584,37.369,33.021,0.468
2176,2176,21.706,99.849,0.586,37.279,32.97,0.469
2177,2177,21.701,99.654,0.587,37.192,32.922,0.47
2178,2178,21.695,99.469,0.589,37.108,32.876,0.471
2179,2179,21.69,99.295,0.59,37.027,32.833,0.471
2180,2180,21.685,99.13,0.591,36.948,32.792,0.472
2181,2181,21.68,98.976,0.592,36.872,32.754,0.472
2182,2182,21.676,98.832,0.593,36.8,32.719,0.473
2183,2183,21.671,98.699,0.594,36.73,32.685,0.473
2184,2184,21.666,98.575,0.595,36.663,32.655,0.474
2185,2185,21.662,98.463,0.596,36.599,32.627,0.474
2186,2186,21.658,98.36,0.597,36.538,32.601,0.475
2187,2187,21.653,98.269,0.597,36.481,32.579,0.475
2188,2188,21.649,98.188,0.598,36.426,32.558,0.475
2189,2189,21.645,98.117,0.598,36.374,32.541,0.476
2190,2190,21.641,98.057,0.599,36.325,32.526,0.476
2191,2191,21.637,98.008,0.599,36.279,32.513,0.476
2192,2192,21.634,97.97,0.599,36.236,32.504,0.476
2193,2193,21.63,97.942,0.599,36.196,32.497,0.477
2194,2194,21.627,97.925,0.599,36.159,32.492,0.477
2195,2195,21.624,97.919,0.599,36.125,32.49,0.477
2196,2196,21.62,97.924,0.598,36.095,32.491,0.477
2197,2197,21.617,97.94,0.598,36.067,32.495,0.477
2198,2198,21.614,97.966,0.597,36.042,32.501,0.477
2199,2199,21.612,98.004,0.597,36.021,32.51,0.477
2200,2200,21.609,98.052,0.596,36.002,32.522,0.477
2201,2201,21.606,98.112,0.595,35.987,32.536,0.477
2202,2202,21.604,98.182,0.595,35.974,32.553,0.477
2203,2203,21.601,98.264,0.594,35.965,32.573,0.476
2204,2204,21.599,98.356,0.593,35.959,32.596,0.476
2205,2205,21.597,98.46,0.591,35.956,32.621,0.476
2206,2206,21.595,98.574,0.59,35.956,32.649,0.476
2207,2207,21.593,98.7,0.589,35.959,32.68,0.475
2208,2208,21.592,98.837,0.587,35.965,32.714,0.475
2209,2209,21.59,98.986,0.586,35.975,32.75,0.475
2210,2210,21.589,99.145,0.584,35.987,32.789,0.474
2211,2211,21.587,99.315,0.582,36.003,32.831,0.474
2212,2212,21.586,99.497,0.58,36.021,32.876,0.473
2213,2213,21.585,99.69,0.578,36.043,32.923,0.472
2214,2214,21.584,99.895,0.576,36.068,32.973,0.472
2215,2215,21.584,100.11,0.574,36.096,33.027,0.471
2216,2216,21.583,100.337,0.572,36.127,33.082,0.471
2217,2217,21.582,100.575,0.57,36.161,33.141,0.47
2218,2218,21.582,100.824,0.567,36.199,33.203,0.469
2219,2219,21.582,101.085,0.564,36.239,33.267,0.468
2220,2220,21.582,101.357,0.562,36.283,33.334,0.468
2221,2221,21.582,101.641,0.559,36.33,33.404,0.467
2222,2222,21.582,101.935,0.556,36.38,33.477,0.466
2223,2223,21.582,102.242,0.553,36.433,33.553,0.465
2224,2224,21.581,102.43,0.551,36.452,33.608,0.464
2225,2225,21.573,102.25,0.551,36.363,33.595,0.465
2226,2226,21.565,102.065,0.551,36.274,33.582,0.465
2227,2227,21.556,101.875,0.55,36.182,33.569,0.465
2228,2228,21.548,101.681,0.55,36.09,33.555,0.466
2229,2229,21.54,101.481,0.55,35.997,33.542,0.466
2230,2230,21.531,101.277,0.55,35.902,33.529,0.466
2231,2231,21.522,101.068,0.55,35.805,33.515,0.467
2232,2232,21.514,100.853,0.55,35.708,33.502,0.467
2233,2233,21.505,100.634,0.55,35.609,33.488,0.467
2234,2234,21.496,100.41,0.549,35.509,33.474,0.468
2235,2235,21.487,100.182,0.549,35.408,33.46,0.468
2236,2236,21.478,99.948,0.549,35.306,33.446,0.469
2237,2237,21.468,99.709,0.549,35.202,33.432,0.469
2238,2238,21.459,99.466,0.549,35.097,33.418,0.469
2239,2239,21.45,99.217,0.548,34.991,33.404,0.47
2240,2240,21.44,98.964,0.548,34.884,33.39,0.47
2241,2241,21.43,98.706,0.548,34.775,33.376,0.471
2242,2242,21.421,98.443,0.548,34.666,33.361,0.471
2243,2243,21.411,98.176,0.548,34.555,33.347,0.472
2244,2244,21.401,97.903,0.547,34.443,33.332,0.472
2245,2245,21.391,97.626,0.547,34.33,33.317,0.472
2246,2246,21.381,97.344,0.547,34.216,33.303,0.473
2247,2247,21.371,97.058,0.547,34.101,33.288,0.473
2248,2248,21.361,96.767,0.546,33.985,33.273,0.474
2249,2249,21.35,96.471,0.546,33.867,33.258,0.474
2250,2250,21.34,96.171,0.546,33.749,33.243,0.475
2251,2251,21.33,95.866,0.545,33.63,33.228,0.475
2252,2252,21.319,95.557,0.545,33.509,33.213,0.475
2253,2253,21.309,95.243,0.545,33.388,33.197,0.476
2254,2254,21.298,94.926,0.545,33.266,33.182,0.476
2255,2255,21.288,94.603,0.544,33.143,33.167,0.477
2256,2256,21.277,94.277,0.544,33.019,33.151,0.477
2257,2257,21.266,93.947,0.544,32.894,33.136,0.478
2258,2258,21.256,93.612,0.543,32.768,33.12,0.478
2259,2259,21.245,93.273,0.543,32.641,33.105,0.479
2260,2260,21.234,92.931,0.543,32.513,33.089,0.479
2261,2261,21.223,92.585,0.542,32.385,33.073,0.479
2262,2262,21.212,92.235,0.542,32.256,33.057,0.48
2263,2263,21.201,91.881,0.542,32.126,33.042,0.48
2264,2264,21.19,91.523,0.541,31.996,33.026,0.481
2265,2265,21.18,91.163,0.541,31.865,33.01,0.481
2266,2266,21.169,90.798,0.54,31.733,32.994,0.482
2267,2267,21.158,90.431,0.54,31.6,32.978,0.482
2268,2268,21.147,90.06,0.54,31.467,32.962,0.483
2269,2269,21.136,89.686,0.539,31.334,32.946,0.483
2270,2270,21.125,89.31,0.539,31.2,32.93,0.484
2271,2271,21.114,88.93,0.538,31.065,32.914,0.484
2272,2272,21.103,88.548,0.538,30.93,32.898,0.485
2273,2273,21.092,88.163,0.538,30.795,32.882,0.485
2274,2274,21.081,87.775,0.537,30.659,32.867,0.486
2275,2275,21.07,87.386,0.537,30.523,32.851,0.486
2276,2276,21.059,86.994,0.536,30.386,32.835,0.486
2277,2277,21.048,86.6,0.536,30.249,32.819,0.487
2278,2278,21.037,86.203,0.535,30.113,32.803,0.487
2279,2279,21.026,85.806,0.535,29.975,32.787,0.488
2280,2280,21.015,85.406,0.535,29.838,32.771,0.488
2281,2281,21.004,85.005,0.534,29.701,32.756,0.489
2282,2282,20.994,84.603,0.534,29.563,32.74,0.489
2283,2283,20.983,84.199,0.533,29.426,32.724,0.49
2284,2284,20.972,83.794,0.533,29.289,32.709,0.49
2285,2285,20.962,83.389,0.532,29.151,32.693,0.491
2286,2286,20.951,82.982,0.532,29.014,32.678,0.491
2287,2287,20.941,82.575,0.531,28.877,32.662,0.491
2288,2288,20.93,82.168,0.531,28.74,32.647,0.492
2289,2289,20.92,81.76,0.53,28.604,32.632,0.492
2290,2290,20.91,81.352,0.53,28.467,32.617,0.493
2291,2291,20.899,80.945,0.529,28.331,32.602,0.493
2292,2292,20.889,80.537,0.529,28.196,32.587,0.494
2293,2293,20.879,80.13,0.528,28.061,32.573,0.494
2294,2294,20.869,79.724,0.528,27.926,32.558,0.494
2295,2295,20.859,79.318,0.527,27.792,32.544,0.495
2296,2296,20.85,78.913,0.527,27.658,32.53,0.495
2297,2297,20.84,78.51,0.526,27.525,32.516,0.496
2298,2298,20.83,78.108,0.526,27.393,32.502,0.496
2299,2299,20.821,77.707,0.525,27.262,32.488,0.497
2300,2300,20.812,77.308,0.525,27.131,32.475,0.497
2301,2301,20.802,76.911,0.524,27.001,32.461,0.497
2302,2302,20.793,76.516,0.524,26.872,32.448,0.498
2303,2303,20.784,76.123,0.523,26.744,32.435,0.498
2304,2304,20.775,75.732,0.523,26.617,32.423,0.498
2305,2305,20.767,75.344,0.522,26.491,32.41,0.499
2306,2306,20.758,74.959,0.522,26.366,32.398,0.499
2307,2307,20.749,74.577,0.521,26.242,32.386,0.5
2308,2308,20.741,74.198,0.521,26.119,32.375,0.5
2309,2309,20.733,73.822,0.52,25.997,32.363,0.5
2310,2310,20.725,73.45,0.52,25.877,32.352,0.501
2311,2311,20.717,73.082,0.519,25.758,32.341,0.501
2312,2312,20.709,72.717,0.519,25.641,32.33,0.501
2313,2313,20.702,72.356,0.518,25.525,32.32,0.502
2314,2314,20.694,72.0,0.518,25.41,32.31,0.502
2315,2315,20.687,71.648,0.517,25.297,32.3,0.502
2316,2316,20.68,71.301,0.517,25.185,32.291,0.502
2317,2317,20.673,70.958,0.516,25.075,32.282,0.503
2318,2318,20.666,70.62,0.516,24.967,32.273,0.503
2319,2319,20.66,70.287,0.515,24.86,32.265,0.503
2320,2320,20.653,69.96,0.515,24.755,32.257,0.504
2321,2321,20.647,69.637,0.514,24.652,32.249,0.504
2322,2322,20.641,69.321,0.514,24.551,32.242,0.504
2323,2323,20.635,69.01,0.513,24.452,32.235,0.504
2324,2324,20.629,68.704,0.513,24.354,32.228,0.505
2325,2325,20.624,68.405,0.512,24.258,32.222,0.505
2326,2326,20.619,68.112,0.512,24.165,32.216,0.505
2327,2327,20.614,67.825,0.511,24.073,32.211,0.505
2328,2328,20.609,67.545,0.511,23.984,32.206,0.505
2329,2329,20.604,67.271,0.51,23.896,32.201,0.506
2330,2330,20.6,67.003,0.51,23.811,32.197,0.506
2331,2331,20.595,66.743,0.509,23.728,32.193,0.506
2332,2332,20.591,66.466,0.509,23.639,32.188,0.506
2333,2333,20.586,66.144,0.508,23.536,32.179,0.506
2334,2334,20.581,65.828,0.508,23.435,32.172,0.507
2335,2335,20.577,65.52,0.507,23.337,32.164,0.507
2336,2336,20.572,65.219,0.507,23.241,32.157,0.507
2337,2337,20.568,64.925,0.506,23.146,32.151,0.507
2338,2338,20.564,64.638,0.506,23.055,32.144,0.507
2339,2339,20.561,64.359,0.505,22.965,32.139,0.508
2340,2340,20.557,64.088,0.505,22.878,32.133,0.508
2341,2341,20.554,63.824,0.504,22.794,32.128,0.508
2342,2342,20.551,63.568,0.504,22.712,32.124,0.508
2343,2343,20.548,63.32,0.503,22.632,32.12,0.508
2344,2344,20.545,63.081,0.503,22.555,32.117,0.508
2345,2345,20.543,62.849,0.502,22.48,32.113,0.508
2346,2346,20.541,62.626,0.502,22.408,32.111,0.508
2347,2347,20.539,62.411,0.501,22.339,32.109,0.509
2348,2348,20.537,62.204,0.501,22.272,32.107,0.509
2349,2349,20.536,62.006,0.501,22.207,32.106,0.509
2350,2350,20.534,61.816,0.5,22.146,32.105,0.509
2351,2351,20.533,61.634,0.5,22.087,32.105,0.509
2352,2352,20.533,61.462,0.499,22.03,32.105,0.509
2353,2353,20.532,61.297,0.499,21.977,32.105,0.509
2354,2354,20.532,61.142,0.499,21.926,32.106,0.509
2355,2355,20.531,60.995,0.498,21.877,32.108,0.509
2356,2356,20.532,60.857,0.498,21.832,32.11,0.509
2357,2357,20.532,60.727,0.497,21.789,32.112,0.509
2358,2358,20.533,60.606,0.497,21.748,32.115,0.509
2359,2359,20.533,60.493,0.497,21.711,32.118,0.509
2360,2360,20.534,60.39,0.496,21.676,32.122,0.509
2361,2361,20.536,60.294,0.496,21.643,32.126,0.509
2362,2362,20.537,60.208,0.496,21.614,32.131,0.509
2363,2363,20.539,60.13,0.495,21.587,32.136,0.509
2364,2364,20.541,60.06,0.495,21.563,32.142,0.509
2365,2365,20.543,59.999,0.494,21.541,32.147,0.509
2366,2366,20.545,59.946,0.494,21.522,32.154,0.509
2367,2367,20.548,59.901,0.494,21.505,32.16,0.508
2368,2368,20.55,59.865,0.494,21.491,32.168,0.508
2369,2369,20.553,59.837,0.493,21.48,32.175,0.508
2370,2370,20.557,59.817,0.493,21.471,32.183,0.508
2371,2371,20.56,59.805,0.493,21.465,32.191,0.508
2372,2372,20.564,59.8,0.492,21.461,32.2,0.508
2373,2373,20.567,59.804,0.492,21.459,32.209,0.508
2374,2374,20.571,59.815,0.492,21.46,32.218,0.508
2375,2375,20.576,59.834,0.492,21.464,32.228,0.507
2376,2376,20.58,59.86,0.491,21.469,32.238,0.507
2377,2377,20.585,59.893,0.491,21.477,32.248,0.507
2378,2378,20.589,59.934,0.491,21.488,32.259,0.507
2379,2379,20.594,59.982,0.491,21.5,32.27,0.507
2380,2380,20.599,60.036,0.49,21.515,32.281,0.507
2381,2381,20.605,60.098,0.49,21.531,32.292,0.506
2382,2382,20.61,60.166,0.49,21.55,32.304,0.506
2383,2383,20.616,60.24,0.49,21.571,32.316,0.506
2384,2384,20.622,60.321,0.489,21.594,32.328,0.506
2385,2385,20.628,60.408,0.489,21.619,32.341,0.506
2386,2386,20.634,60.501,0.489,21.645,32.354,0.505
2387,2387,20.64,60.599,0.489,21.674,32.367,0.505
2388,2388,20.647,60.704,0.489,21.704,32.38,0.505
2389,2389,20.653,60.813,0.489,21.736,32.393,0.505
2390,2390,20.66,60.928,0.488,21.77,32.406,0.505
2391,2391,20.667,61.049,0.488,21.805,32.42,0.504
2392,2392,20.674,61.174,0.488,21.842,32.434,0.504
2393,2393,20.681,61.304,0.488,21.881,32.447,0.504
2394,2394,20.688,61.438,0.488,21.92,32.461,0.504
2395,2395,20.696,61.577,0.488,21.962,32.475,0.503
2396,2396,20.703,61.72,0.488,22.004,32.49,0.503
2397,2397,20.711,61.866,0.487,22.048,32.504,0.503
2398,2398,20.719,62.017,0.487,22.093,32.518,0.503
2399,2399,20.727,62.171,0.487,22.139,32.532,0.502
2400,2400,20.735,62.329,0.487,22.187,32.547,0.502
2401,2401,20.743,62.49,0.487,22.235,32.561,0.502
2402,2402,20.751,62.654,0.487,22.284,32.575,0.502
2403,2403,20.759,62.821,0.487,22.334,32.59,0.501
2404,2404,20.767,62.99,0.487,22.385,32.604,0.501
2405,2405,20.776,63.162,0.487,22.437,32.618,0.501
2406,2406,20.784,63.336,0.487,22.489,32.633,0.5
2407,2407,20.793,63.511,0.486,22.542,32.647,0.5
2408,2408,20.802,63.689,0.486,22.596,32.661,0.5
2409,2409,20.81,63.869,0.486,22.65,32.675,0.5
2410,2410,20.819,64.049,0.486,22.704,32.689,0.499
2411,2411,20.828,64.232,0.486,22.759,32.703,0.499
2412,2412,20.837,64.415,0.486,22.814,32.716,0.499
2413,2413,20.845,64.599,0.486,22.87,32.73,0.499
2414,2414,20.854,64.783,0.486,22.925,32.743,0.498
2415,2415,20.863,64.968,0.486,22.981,32.756,0.498
2416,2416,20.872,65.154,0.486,23.037,32.77,0.498
2417,2417,20.881,65.339,0.486,23.093,32.782,0.498
2418,2418,20.89,65.525,0.486,23.149,32.795,0.497
2419,2419,20.899,65.71,0.486,23.204,32.808,0.497
2420,2420,20.908,65.895,0.486,23.26,32.82,0.497
2421,2421,20.917,66.079,0.486,23.315,32.832,0.497
2422,2422,20.926,66.262,0.486,23.37,32.844,0.496
2423,2423,20.935,66.444,0.486,23.425,32.855,0.496
2424,2424,20.944,66.625,0.486,23.479,32.867,0.496
2425,2425,20.953,66.805,0.486,23.532,32.878,0.496
2426,2426,20.962,66.983,0.486,23.586,32.888,0.495
2427,2427,20.971,67.16,0.486,23.638,32.899,0.495
2428,2428,20.98,67.335,0.486,23.69,32.909,0.495
2429,2429,20.989,67.508,0.486,23.741,32.919,0.495
2430,2430,20.998,67.678,0.486,23.792,32.929,0.494
2431,2431,21.007,67.847,0.486,23.841,32.938,0.494
2432,2432,21.015,68.013,0.486,23.89,32.947,0.494
2433,2433,21.024,68.176,0.486,23.938,32.955,0.494
2434,2434,21.033,68.337,0.486,23.985,32.964,0.494
2435,2435,21.041,68.494,0.486,24.031,32.972,0.493
2436,2436,21.05,68.649,0.486,24.076,32.979,0.493
2437,2437,21.058,68.801,0.486,24.12,32.986,0.493
2438,2438,21.067,68.949,0.486,24.163,32.993,0.493
2439,2439,21.075,69.094,0.486,24.204,33.0,0.493
2440,2440,21.083,69.235,0.486,24.245,33.006,0.493
2441,2441,21.092,69.372,0.486,24.284,33.011,0.492
2442,2442,21.1,69.506,0.486,24.321,33.017,0.492
2443,2443,21.108,69.636,0.486,24.358,33.022,0.492
2444,2444,21.115,69.761,0.486,24.393,33.026,0.492
2445,2445,21.123,69.883,0.486,24.426,33.03,0.492
2446,2446,21.131,70.0,0.486,24.458,33.034,0.492
2447,2447,21.138,70.112,0.486,24.489,33.037,0.491
2448,2448,21.146,70.22,0.486,24.518,33.04,0.491
2449,2449,21.153,70.324,0.486,24.545,33.043,0.491
2450,2450,21.161,70.422,0.486,24.571,33.045,0.491
2451,2451,21.168,70.516,0.486,24.595,33.046,0.491
2452,2452,21.175,70.605,0.486,24.618,33.048,0.491
2453,2453,21.182,70.688,0.486,24.638,33.048,0.491
2454,2454,21.188,70.767,0.486,24.657,33.049,0.491
2455,2455,21.195,70.84,0.486,24.675,33.049,0.491
2456,2456,21.201,70.908,0.485,24.69,33.048,0.491
2457,2457,21.208,70.97,0.485,24.704,33.047,0.491
2458,2458,21.214,71.027,0.485,24.715,33.046,0.49
2459,2459,21.22,71.078,0.485,24.725,33.044,0.49
2460,2460,21.226,71.123,0.485,24.733,33.042,0.49
2461,2461,21.232,71.163,0.485,24.739,33.039,0.49
2462,2462,21.237,71.196,0.485,24.743,33.036,0.49
2463,2463,21.243,71.224,0.485,24.745,33.032,0.49
2464,2464,21.248,71.245,0.485,24.745,33.028,0.49
2465,2465,21.253,71.261,0.485,24.743,33.023,0.49
