id_stratigraphie,id_anneau,id_formation,z_base,z_toit,epaisseur
16139,2379,R,57.95,58.33,0.37
16140,2379,L,53.01,57.95,4.95
16141,2379,S,47.48,53.01,5.53
16142,2379,M,41.74,47.48,5.75
16143,2379,C,26.48,41.74,15.26
16144,2379,A,24.13,26.48,2.35
16145,2379,K,21.13,24.13,3.0
16146,2380,R,57.98,58.36,0.38
16147,2380,L,53.04,57.98,4.94
16148,2380,S,47.51,53.04,5.54
16149,2380,M,41.77,47.51,5.73
16150,2380,C,26.5,41.77,15.27
16151,2380,A,24.16,26.5,2.34
16152,2380,K,21.16,24.16,3.0
16153,2381,R,58.01,58.39,0.38
16154,2381,L,53.07,58.01,4.93
16155,2381,S,47.53,53.07,5.55
16156,2381,M,41.8,47.53,5.72
16157,2381,C,26.52,41.8,15.28
16158,2381,A,24.2,26.52,2.33
16159,2381,K,21.2,24.2,3.0
16160,2382,R,58.03,58.42,0.39
16161,2382,L,53.11,58.03,4.93
16162,2382,S,47.55,53.11,5.56
16163,2382,M,41.84,47.55,5.71
16164,2382,C,26.55,41.84,15.29
16165,2382,A,24.23,26.55,2.31
16166,2382,K,21.23,24.23,3.0
16167,2383,R,58.06,58.45,0.39
16168,2383,L,53.14,58.06,4.92
16169,2383,S,47.58,53.14,5.56
16170,2383,M,41.87,47.58,5.7
16171,2383,C,26.57,41.87,15.3
16172,2383,A,24.27,26.57,2.3
16173,2383,K,21.27,24.27,3.0
16174,2384,R,58.09,58.49,0.4
16175,2384,L,53.17,58.09,4.91
16176,2384,S,47.6,53.17,5.57
16177,2384,M,41.91,47.6,5.69
16178,2384,C,26.59,41.91,15.32
16179,2384,A,24.31,26.59,2.29
16180,2384,K,21.31,24.31,3.0
16181,2385,R,58.11,58.52,0.4
16182,2385,L,53.21,58.11,4.91
16183,2385,S,47.62,53.21,5.58
16184,2385,M,41.94,47.62,5.68
16185,2385,C,26.62,41.94,15.33
16186,2385,A,24.35,26.62,2.27
16187,2385,K,21.35,24.35,3.0
16188,2386,R,58.14,58.55,0.41
16189,2386,L,53.24,58.14,4.9
16190,2386,S,47.65,53.24,5.59
16191,2386,M,41.98,47.65,5.67
16192,2386,C,26.64,41.98,15.34
16193,2386,A,24.39,26.64,2.26
16194,2386,K,21.39,24.39,3.0
16195,2387,R,58.16,58.58,0.41
16196,2387,L,53.27,58.16,4.89
16197,2387,S,47.67,53.27,5.6
16198,2387,M,42.01,47.67,5.66
16199,2387,C,26.67,42.01,15.34
16200,2387,A,24.43,26.67,2.24
16201,2387,K,21.43,24.43,3.0
16202,2388,R,58.19,58.61,0.42
16203,2388,L,53.3,58.19,4.89
16204,2388,S,47.69,53.3,5.61
16205,2388,M,42.05,47.69,5.65
16206,2388,C,26.69,42.05,15.35
16207,2388,A,24.47,26.69,2.23
16208,2388,K,21.47,24.47,3.0
16209,2389,R,58.21,58.64,0.42
16210,2389,L,53.34,58.21,4.88
16211,2389,S,47.72,53.34,5.62
16212,2389,M,42.08,47.72,5.63
16213,2389,C,26.72,42.08,15.36
16214,2389,A,24.51,26.72,2.21
16215,2389,K,21.51,24.51,3.0
16216,2390,R,58.24,58.67,0.43
16217,2390,L,53.37,58.24,4.87
16218,2390,S,47.74,53.37,5.63
16219,2390,M,42.12,47.74,5.62
16220,2390,C,26.75,42.12,15.37
16221,2390,A,24.56,26.75,2.19
16222,2390,K,21.56,24.56,3.0
16223,2391,R,58.26,58.69,0.43
16224,2391,L,53.4,58.26,4.86
16225,2391,S,47.76,53.4,5.64
16226,2391,M,42.15,47.76,5.61
16227,2391,C,26.78,42.15,15.37
16228,2391,A,24.6,26.78,2.18
16229,2391,K,21.6,24.6,3.0
16230,2392,R,58.29,58.72,0.44
16231,2392,L,53.43,58.29,4.85
16232,2392,S,47.79,53.43,5.65
16233,2392,M,42.19,47.79,5.6
16234,2392,C,26.81,42.19,15.38
16235,2392,A,24.65,26.81,2.16
16236,2392,K,21.65,24.65,3.0
16237,2393,R,58.31,58.75,0.44
16238,2393,L,53.46,58.31,4.85
16239,2393,S,47.81,53.46,5.66
16240,2393,M,42.22,47.81,5.59
16241,2393,C,26.84,42.22,15.39
16242,2393,A,24.69,26.84,2.14
16243,2393,K,21.67,24.69,3.03
16244,2394,R,58.33,58.78,0.44
16245,2394,L,53.5,58.33,4.84
16246,2394,S,47.83,53.5,5.66
16247,2394,M,42.26,47.83,5.57
16248,2394,C,26.87,42.26,15.39
16249,2394,A,24.74,26.87,2.13
16250,2394,K,21.68,24.74,3.06
16251,2395,R,58.36,58.8,0.45
16252,2395,L,53.53,58.36,4.83
16253,2395,S,47.86,53.53,5.67
16254,2395,M,42.29,47.86,5.56
16255,2395,C,26.9,42.29,15.39
16256,2395,A,24.79,26.9,2.11
16257,2395,K,21.69,24.79,3.1
16258,2396,R,58.38,58.83,0.45
16259,2396,L,53.56,58.38,4.82
16260,2396,S,47.88,53.56,5.68
16261,2396,M,42.33,47.88,5.55
16262,2396,C,26.93,42.33,15.4
16263,2396,A,24.84,26.93,2.09
16264,2396,K,21.7,24.84,3.14
16265,2397,R,58.4,58.86,0.45
16266,2397,L,53.59,58.4,4.81
16267,2397,S,47.9,53.59,5.69
16268,2397,M,42.36,47.9,5.54
16269,2397,C,26.96,42.36,15.4
16270,2397,A,24.89,26.96,2.07
16271,2397,K,21.71,24.89,3.18
16272,2398,R,58.42,58.88,0.46
16273,2398,L,53.62,58.42,4.8
16274,2398,S,47.92,53.62,5.7
16275,2398,M,42.4,47.92,5.53
16276,2398,C,26.99,42.4,15.4
16277,2398,A,24.94,26.99,2.05
16278,2398,K,21.72,24.94,3.22
16279,2399,R,58.44,58.91,0.46
16280,2399,L,53.65,58.44,4.79
16281,2399,S,47.95,53.65,5.71
16282,2399,M,42.43,47.95,5.52
16283,2399,C,27.02,42.43,15.41
16284,2399,A,24.99,27.02,2.03
16285,2399,K,21.73,24.99,3.26
16286,2400,R,58.47,58.93,0.46
16287,2400,L,53.69,58.47,4.78
16288,2400,S,47.97,53.69,5.72
16289,2400,M,42.46,47.97,5.5
16290,2400,C,27.06,42.46,15.41
16291,2400,A,25.04,27.06,2.01
16292,2400,K,21.74,25.04,3.31
16293,2401,R,58.49,58.95,0.47
16294,2401,L,53.72,58.49,4.77
16295,2401,S,47.99,53.72,5.73
16296,2401,M,42.5,47.99,5.49
16297,2401,C,27.09,42.5,15.41
16298,2401,A,25.1,27.09,1.99
16299,2401,K,21.74,25.1,3.35
16300,2402,R,58.51,58.98,0.47
16301,2402,L,53.75,58.51,4.76
16302,2402,S,48.01,53.75,5.74
16303,2402,M,42.53,48.01,5.48
16304,2402,C,27.12,42.53,15.41
16305,2402,A,25.15,27.12,1.97
16306,2402,K,21.75,25.15,3.4
16307,2403,R,58.53,59.0,0.47
16308,2403,L,53.78,58.53,4.75
16309,2403,S,48.03,53.78,5.74
16310,2403,M,42.56,48.03,5.47
16311,2403,C,27.16,42.56,15.41
16312,2403,A,25.2,27.16,1.95
16313,2403,K,21.76,25.2,3.45
16314,2404,R,58.55,59.02,0.48
16315,2404,L,53.81,58.55,4.74
16316,2404,S,48.05,53.81,5.75
16317,2404,M,42.6,48.05,5.46
16318,2404,C,27.19,42.6,15.41
16319,2404,A,25.26,27.19,1.93
16320,2404,K,21.76,25.26,3.5
16321,2405,R,58.57,59.04,0.48
16322,2405,L,53.84,58.57,4.73
16323,2405,S,48.08,53.84,5.76
16324,2405,M,42.63,48.08,5.45
16325,2405,C,27.22,42.63,15.41
16326,2405,A,25.31,27.22,1.91
16327,2405,K,21.76,25.31,3.55
16328,2406,R,58.59,59.07,0.48
16329,2406,L,53.87,58.59,4.72
16330,2406,S,48.1,53.87,5.77
16331,2406,M,42.66,48.1,5.44
16332,2406,C,27.26,42.66,15.4
16333,2406,A,25.37,27.26,1.89
16334,2406,K,21.77,25.37,3.6
16335,2407,R,58.6,59.09,0.48
16336,2407,L,53.9,58.6,4.71
16337,2407,S,48.12,53.9,5.78
16338,2407,M,42.69,48.12,5.42
16339,2407,C,27.29,42.69,15.4
16340,2407,A,25.42,27.29,1.87
16341,2407,K,21.77,25.42,3.65
16342,2408,R,58.62,59.11,0.49
16343,2408,L,53.93,58.62,4.7
16344,2408,S,48.14,53.93,5.79
16345,2408,M,42.72,48.14,5.41
16346,2408,C,27.32,42.72,15.4
16347,2408,A,25.48,27.32,1.85
16348,2408,K,21.77,25.48,3.71
16349,2409,R,58.64,59.13,0.49
16350,2409,L,53.95,58.64,4.69
16351,2409,S,48.16,53.95,5.8
16352,2409,M,42.75,48.16,5.4
16353,2409,C,27.36,42.75,15.4
16354,2409,A,25.54,27.36,1.82
16355,2409,K,21.77,25.54,3.76
16356,2410,R,58.66,59.15,0.49
16357,2410,L,53.98,58.66,4.67
16358,2410,S,48.18,53.98,5.81
16359,2410,M,42.78,48.18,5.39
16360,2410,C,27.39,42.78,15.39
16361,2410,A,25.59,27.39,1.8
16362,2410,K,21.77,25.59,3.82
16363,2411,R,58.67,59.17,0.49
16364,2411,L,54.01,58.67,4.66
16365,2411,S,48.19,54.01,5.82
16366,2411,M,42.81,48.19,5.38
16367,2411,C,27.43,42.81,15.39
16368,2411,A,25.65,27.43,1.78
16369,2411,K,21.77,25.65,3.88
16370,2412,R,58.69,59.18,0.49
16371,2412,L,54.04,58.69,4.65
16372,2412,S,48.21,54.04,5.83
16373,2412,M,42.84,48.21,5.37
16374,2412,C,27.46,42.84,15.38
16375,2412,A,25.71,27.46,1.75
16376,2412,K,21.77,25.71,3.94
16377,2413,R,58.71,59.2,0.5
16378,2413,L,54.07,58.71,4.64
16379,2413,S,48.23,54.07,5.84
16380,2413,M,42.87,48.23,5.36
16381,2413,C,27.49,42.87,15.38
16382,2413,A,25.76,27.49,1.73
16383,2413,K,21.76,25.76,4.0
16384,2414,R,58.72,59.22,0.5
16385,2414,L,54.09,58.72,4.63
16386,2414,S,48.25,54.09,5.84
16387,2414,M,42.9,48.25,5.35
16388,2414,C,27.53,42.9,15.37
16389,2414,A,25.82,27.53,1.71
16390,2414,K,21.76,25.82,4.06
16391,2415,R,58.74,59.24,0.5
16392,2415,L,54.12,58.74,4.62
16393,2415,S,48.27,54.12,5.85
16394,2415,M,42.93,48.27,5.34
16395,2415,C,27.56,42.93,15.36
16396,2415,A,25.88,27.56,1.68
16397,2415,K,21.76,25.88,4.12
16398,2416,R,58.75,59.25,0.5
16399,2416,L,54.15,58.75,4.61
16400,2416,S,48.28,54.15,5.86
16401,2416,M,42.95,48.28,5.33
16402,2416,C,27.6,42.95,15.36
16403,2416,A,25.94,27.6,1.66
16404,2416,K,21.75,25.94,4.18
16405,2417,R,58.77,59.27,0.5
16406,2417,L,54.17,58.77,4.59
16407,2417,S,48.3,54.17,5.87
16408,2417,M,42.98,48.3,5.32
16409,2417,C,27.63,42.98,15.35
16410,2417,A,25.99,27.63,1.63
16411,2417,K,21.75,25.99,4.25
16412,2418,R,58.78,59.28,0.5
16413,2418,L,54.2,58.78,4.58
16414,2418,S,48.32,54.2,5.88
16415,2418,M,43.0,48.32,5.31
16416,2418,C,27.66,43.0,15.34
16417,2418,A,26.05,27.66,1.61
16418,2418,K,21.74,26.05,4.31
16419,2419,R,58.79,59.3,0.5
16420,2419,L,54.22,58.79,4.57
16421,2419,S,48.33,54.22,5.89
16422,2419,M,43.03,48.33,5.3
16423,2419,C,27.69,43.03,15.33
16424,2419,A,26.11,27.69,1.59
16425,2419,K,21.73,26.11,4.38
16426,2420,R,58.81,59.31,0.5
16427,2420,L,54.25,58.81,4.56
16428,2420,S,48.35,54.25,5.9
16429,2420,M,43.05,48.35,5.29
16430,2420,C,27.73,43.05,15.33
16431,2420,A,26.17,27.73,1.56
16432,2420,K,21.73,26.17,4.44
16433,2421,R,58.82,59.32,0.51
16434,2421,L,54.27,58.82,4.54
16435,2421,S,48.36,54.27,5.91
16436,2421,M,43.08,48.36,5.28
16437,2421,C,27.76,43.08,15.32
16438,2421,A,26.22,27.76,1.53
16439,2421,K,21.72,26.22,4.51
16440,2422,R,58.83,59.34,0.51
16441,2422,L,54.3,58.83,4.53
16442,2422,S,48.37,54.3,5.92
16443,2422,M,43.1,48.37,5.28
16444,2422,C,27.79,43.1,15.31
16445,2422,A,26.28,27.79,1.51
16446,2422,K,21.71,26.28,4.58
16447,2423,R,58.84,59.35,0.51
16448,2423,L,54.32,58.84,4.52
16449,2423,S,48.39,54.32,5.93
16450,2423,M,43.12,48.39,5.27
16451,2423,C,27.82,43.12,15.3
16452,2423,A,26.34,27.82,1.48
16453,2423,K,21.7,26.34,4.64
16454,2424,R,58.85,59.36,0.51
16455,2424,L,54.35,58.85,4.51
16456,2424,S,48.4,54.35,5.94
16457,2424,M,43.14,48.4,5.26
16458,2424,C,27.85,43.14,15.29
16459,2424,A,26.4,27.85,1.46
16460,2424,K,21.69,26.4,4.71
16461,2425,R,58.86,59.37,0.51
16462,2425,L,54.37,58.86,4.49
16463,2425,S,48.41,54.37,5.96
16464,2425,M,43.16,48.41,5.25
16465,2425,C,27.88,43.16,15.28
16466,2425,A,26.45,27.88,1.43
16467,2425,K,21.67,26.45,4.78
16468,2426,R,58.87,59.38,0.51
16469,2426,L,54.39,58.87,4.48
16470,2426,S,48.42,54.39,5.97
16471,2426,M,43.18,48.42,5.24
16472,2426,C,27.92,43.18,15.27
16473,2426,A,26.51,27.92,1.41
16474,2426,K,21.66,26.51,4.85
16475,2427,R,58.88,59.39,0.51
16476,2427,L,54.41,58.88,4.47
16477,2427,S,48.44,54.41,5.98
16478,2427,M,43.2,48.44,5.24
16479,2427,C,27.94,43.2,15.25
16480,2427,A,26.57,27.94,1.38
16481,2427,K,21.65,26.57,4.92
16482,2428,R,58.89,59.4,0.51
16483,2428,L,54.44,58.89,4.46
16484,2428,S,48.45,54.44,5.99
16485,2428,M,43.22,48.45,5.23
16486,2428,C,27.97,43.22,15.24
16487,2428,A,26.62,27.97,1.35
16488,2428,K,21.64,26.62,4.99
16489,2429,R,58.9,59.41,0.51
16490,2429,L,54.46,58.9,4.44
16491,2429,S,48.46,54.46,6.0
16492,2429,M,43.23,48.46,5.22
16493,2429,C,28.0,43.23,15.23
16494,2429,A,26.68,28.0,1.33
16495,2429,K,21.62,26.68,5.06
16496,2430,R,58.91,59.42,0.51
16497,2430,L,54.48,58.91,4.43
16498,2430,S,48.47,54.48,6.01
16499,2430,M,43.25,48.47,5.22
16500,2430,C,28.03,43.25,15.22
16501,2430,A,26.73,28.03,1.3
16502,2430,K,21.61,26.73,5.13
16503,2431,R,58.92,59.43,0.51
16504,2431,L,54.5,58.92,4.42
16505,2431,S,48.47,54.5,6.02
16506,2431,M,43.26,48.47,5.21
16507,2431,C,28.06,43.26,15.2
16508,2431,A,26.79,28.06,1.27
16509,2431,K,21.59,26.79,5.2
16510,2432,R,58.92,59.43,0.51
16511,2432,L,54.52,58.92,4.41
16512,2432,S,48.48,54.52,6.03
16513,2432,M,43.28,48.48,5.21
16514,2432,C,28.09,43.28,15.19
16515,2432,A,26.84,28.09,1.24
16516,2432,K,21.57,26.84,5.27
16517,2433,R,58.93,59.44,0.51
16518,2433,L,54.54,58.93,4.39
16519,2433,S,48.49,54.54,6.05
16520,2433,M,43.29,48.49,5.2
16521,2433,C,28.11,43.29,15.18
16522,2433,A,26.89,28.11,1.22
16523,2433,K,21.56,26.89,5.34
16524,2434,R,58.94,59.45,0.51
16525,2434,L,54.56,58.94,4.38
16526,2434,S,48.5,54.56,6.06
16527,2434,M,43.3,48.5,5.2
16528,2434,C,28.14,43.3,15.16
16529,2434,A,26.95,28.14,1.19
16530,2434,K,21.54,26.95,5.41
16531,2435,R,58.94,59.45,0.51
16532,2435,L,54.57,58.94,4.37
16533,2435,S,48.5,54.57,6.07
16534,2435,M,43.31,48.5,5.19
16535,2435,C,28.16,43.31,15.15
16536,2435,A,27.0,28.16,1.16
16537,2435,K,21.52,27.0,5.48
16538,2436,R,58.95,59.46,0.51
16539,2436,L,54.59,58.95,4.36
16540,2436,S,48.51,54.59,6.08
16541,2436,M,43.32,48.51,5.19
16542,2436,C,28.19,43.32,15.14
16543,2436,A,27.05,28.19,1.13
16544,2436,K,21.5,27.05,5.55
16545,2437,R,58.95,59.46,0.51
16546,2437,L,54.61,58.95,4.34
16547,2437,S,48.51,54.61,6.1
16548,2437,M,43.33,48.51,5.18
16549,2437,C,28.21,43.33,15.12
16550,2437,A,27.1,28.21,1.11
16551,2437,K,21.48,27.1,5.62
16552,2438,R,58.96,59.47,0.51
16553,2438,L,54.63,58.96,4.33
16554,2438,S,48.52,54.63,6.11
16555,2438,M,43.34,48.52,5.18
16556,2438,C,28.23,43.34,15.11
16557,2438,A,27.15,28.23,1.08
16558,2438,K,21.46,27.15,5.69
16559,2439,R,58.96,59.47,0.51
16560,2439,L,54.64,58.96,4.32
16561,2439,S,48.52,54.64,6.12
16562,2439,M,43.34,48.52,5.18
16563,2439,C,28.25,43.34,15.09
16564,2439,A,27.2,28.25,1.05
16565,2439,K,21.44,27.2,5.76
16566,2440,R,58.96,59.47,0.51
16567,2440,L,54.66,58.96,4.3
16568,2440,S,48.52,54.66,6.14
16569,2440,M,43.35,48.52,5.17
16570,2440,C,28.27,43.35,15.08
16571,2440,A,27.25,28.27,1.02
16572,2440,K,21.42,27.25,5.83
16573,2441,R,58.97,59.47,0.51
16574,2441,L,54.67,58.97,4.29
16575,2441,S,48.52,54.67,6.15
16576,2441,M,43.35,48.52,5.17
16577,2441,C,28.29,43.35,15.06
16578,2441,A,27.3,28.29,1.0
16579,2441,K,21.4,27.3,5.9
16580,2442,R,58.97,59.48,0.51
16581,2442,L,54.69,58.97,4.28
16582,2442,S,48.53,54.69,6.16
16583,2442,M,43.36,48.53,5.17
16584,2442,C,28.31,43.36,15.04
16585,2442,A,27.35,28.31,0.97
16586,2442,K,21.37,27.35,5.97
16587,2443,R,58.97,59.48,0.51
16588,2443,L,54.7,58.97,4.27
16589,2443,S,48.53,54.7,6.18
16590,2443,M,43.36,48.53,5.17
16591,2443,C,28.33,43.36,15.03
16592,2443,A,27.39,28.33,0.94
16593,2443,K,21.35,27.39,6.04
16594,2444,R,58.97,59.48,0.51
16595,2444,L,54.72,58.97,4.25
16596,2444,S,48.53,54.72,6.19
16597,2444,M,43.36,48.53,5.17
16598,2444,C,28.35,43.36,15.01
16599,2444,A,27.44,28.35,0.91
16600,2444,K,21.32,27.44,6.11
16601,2445,R,58.97,59.48,0.51
16602,2445,L,54.73,58.97,4.24
16603,2445,S,48.52,54.73,6.21
16604,2445,M,43.36,48.52,5.17
16605,2445,C,28.36,43.36,14.99
16606,2445,A,27.48,28.36,0.88
16607,2445,K,21.3,27.48,6.18
16608,2446,R,58.97,59.48,0.51
16609,2446,L,54.74,58.97,4.23
16610,2446,S,48.52,54.74,6.22
16611,2446,M,43.36,48.52,5.16
16612,2446,C,28.38,43.36,14.98
16613,2446,A,27.52,28.38,0.86
16614,2446,K,21.28,27.52,6.25
16615,2447,R,58.97,59.48,0.51
16616,2447,L,54.75,58.97,4.22
16617,2447,S,48.52,54.75,6.23
16618,2447,M,43.35,48.52,5.16
16619,2447,C,28.39,43.35,14.96
16620,2447,A,27.57,28.39,0.83
16621,2447,K,21.25,27.57,6.32
16622,2448,R,58.97,59.48,0.51
16623,2448,L,54.77,58.97,4.2
16624,2448,S,48.52,54.77,6.25
16625,2448,M,43.35,48.52,5.17
16626,2448,C,28.41,43.35,14.94
16627,2448,A,27.61,28.41,0.8
16628,2448,K,21.22,27.61,6.38
16629,2449,R,58.97,59.47,0.51
16630,2449,L,54.78,58.97,4.19
16631,2449,S,48.51,54.78,6.27
16632,2449,M,43.35,48.51,5.17
16633,2449,C,28.42,43.35,14.93
16634,2449,A,27.65,28.42,0.77
16635,2449,K,21.2,27.65,6.45
16636,2450,R,58.97,59.47,0.5
16637,2450,L,54.79,58.97,4.18
16638,2450,S,48.51,54.79,6.28
16639,2450,M,43.34,48.51,5.17
16640,2450,C,28.43,43.34,14.91
16641,2450,A,27.69,28.43,0.74
16642,2450,K,21.17,27.69,6.52
16643,2451,R,58.97,59.47,0.5
16644,2451,L,54.8,58.97,4.17
16645,2451,S,48.5,54.8,6.3
16646,2451,M,43.33,48.5,5.17
16647,2451,C,28.44,43.33,14.89
16648,2451,A,27.72,28.44,0.72
16649,2451,K,21.14,27.72,6.58
16650,2452,R,58.96,59.47,0.5
16651,2452,L,54.81,58.96,4.16
16652,2452,S,48.49,54.81,6.31
16653,2452,M,43.32,48.49,5.17
16654,2452,C,28.45,43.32,14.87
16655,2452,A,27.76,28.45,0.69
16656,2452,K,21.11,27.76,6.65
16657,2453,R,58.96,59.46,0.5
16658,2453,L,54.82,58.96,4.14
16659,2453,S,48.49,54.82,6.33
16660,2453,M,43.31,48.49,5.17
16661,2453,C,28.46,43.31,14.86
16662,2453,A,27.8,28.46,0.66
16663,2453,K,21.09,27.8,6.71
16664,2454,R,58.96,59.46,0.5
16665,2454,L,54.82,58.96,4.13
16666,2454,S,48.48,54.82,6.34
16667,2454,M,43.3,48.48,5.18
16668,2454,C,28.46,43.3,14.84
16669,2454,A,27.83,28.46,0.63
16670,2454,K,21.06,27.83,6.77
16671,2455,R,58.95,59.45,0.5
16672,2455,L,54.83,58.95,4.12
16673,2455,S,48.47,54.83,6.36
16674,2455,M,43.29,48.47,5.18
16675,2455,C,28.47,43.29,14.82
16676,2455,A,27.86,28.47,0.6
16677,2455,K,21.03,27.86,6.83
16678,2456,R,58.95,59.45,0.5
16679,2456,L,54.84,58.95,4.11
16680,2456,S,48.46,54.84,6.38
16681,2456,M,43.27,48.46,5.19
16682,2456,C,28.47,43.27,14.8
16683,2456,A,27.89,28.47,0.58
16684,2456,K,21.0,27.89,6.9
16685,2457,R,58.94,59.44,0.5
16686,2457,L,54.84,58.94,4.1
16687,2457,S,48.45,54.84,6.4
16688,2457,M,43.26,48.45,5.19
16689,2457,C,28.47,43.26,14.79
16690,2457,A,27.92,28.47,0.55
16691,2457,K,20.97,27.92,6.96
16692,2458,R,58.94,59.44,0.5
16693,2458,L,54.85,58.94,4.09
16694,2458,S,48.44,54.85,6.41
16695,2458,M,43.24,48.44,5.19
16696,2458,C,28.48,43.24,14.77
16697,2458,A,27.95,28.48,0.52
16698,2458,K,20.94,27.95,7.02
16699,2459,R,58.93,59.43,0.5
16700,2459,L,54.86,58.93,4.07
16701,2459,S,48.43,54.86,6.43
16702,2459,M,43.22,48.43,5.2
16703,2459,C,28.48,43.22,14.75
16704,2459,A,27.98,28.48,0.49
16705,2459,K,20.91,27.98,7.07
16706,2460,R,58.92,59.42,0.5
16707,2460,L,54.86,58.92,4.06
16708,2460,S,48.41,54.86,6.45
16709,2460,M,43.21,48.41,5.21
16710,2460,C,28.47,43.21,14.73
16711,2460,A,28.01,28.47,0.47
16712,2460,K,20.88,28.01,7.13
16713,2461,R,58.92,59.41,0.5
16714,2461,L,54.87,58.92,4.05
16715,2461,S,48.4,54.87,6.47
16716,2461,M,43.19,48.4,5.21
16717,2461,C,28.47,43.19,14.71
16718,2461,A,28.03,28.47,0.44
16719,2461,K,20.84,28.03,7.19
16720,2462,R,58.91,59.41,0.5
16721,2462,L,54.87,58.91,4.04
16722,2462,S,48.38,54.87,6.49
16723,2462,M,43.16,48.38,5.22
16724,2462,C,28.47,43.16,14.69
16725,2462,A,28.05,28.47,0.41
16726,2462,K,20.81,28.05,7.24
16727,2463,R,58.9,59.4,0.5
16728,2463,L,54.87,58.9,4.03
16729,2463,S,48.37,54.87,6.5
16730,2463,M,43.14,48.37,5.23
16731,2463,C,28.46,43.14,14.68
16732,2463,A,28.08,28.46,0.39
16733,2463,K,20.78,28.08,7.3
16734,2464,R,58.89,59.39,0.5
16735,2464,L,54.88,58.89,4.02
16736,2464,S,48.35,54.88,6.52
16737,2464,M,43.12,48.35,5.24
16738,2464,C,28.46,43.12,14.66
16739,2464,A,28.1,28.46,0.36
16740,2464,K,20.75,28.1,7.35
16741,2465,R,58.88,59.38,0.5
16742,2465,L,54.88,58.88,4.01
16743,2465,S,48.33,54.88,6.54
16744,2465,M,43.09,48.33,5.24
16745,2465,C,28.45,43.09,14.64
16746,2465,A,28.12,28.45,0.33
16747,2465,K,20.72,28.12,7.4
16748,2466,R,58.88,59.37,0.5
16749,2466,L,54.88,58.88,4.0
16750,2466,S,48.32,54.88,6.56
16751,2466,M,43.06,48.32,5.25
16752,2466,C,28.44,43.06,14.62
16753,2466,A,28.13,28.44,0.31
16754,2466,K,20.68,28.13,7.45
16755,2467,R,58.87,59.36,0.49
16756,2467,L,54.88,58.87,3.99
16757,2467,S,48.3,54.88,6.58
16758,2467,M,43.04,48.3,5.26
16759,2467,C,28.43,43.04,14.6
16760,2467,A,28.15,28.43,0.28
16761,2467,K,20.65,28.15,7.5
16762,2468,R,58.86,59.35,0.49
16763,2468,L,54.88,58.86,3.98
16764,2468,S,48.28,54.88,6.6
16765,2468,M,43.01,48.28,5.27
16766,2468,C,28.42,43.01,14.59
16767,2468,A,28.16,28.42,0.26
16768,2468,K,20.62,28.16,7.55
16769,2469,R,58.84,59.34,0.49
16770,2469,L,54.88,58.84,3.96
16771,2469,S,48.26,54.88,6.62
16772,2469,M,42.97,48.26,5.28
16773,2469,C,28.41,42.97,14.57
16774,2469,A,28.17,28.41,0.23
16775,2469,K,20.58,28.17,7.59
16776,2470,R,58.83,59.33,0.49
16777,2470,L,54.88,58.83,3.95
16778,2470,S,48.24,54.88,6.64
16779,2470,M,42.94,48.24,5.29
16780,2470,C,28.39,42.94,14.55
16781,2470,A,28.19,28.39,0.21
16782,2470,K,20.55,28.19,7.64
16783,2471,R,58.82,59.32,0.49
16784,2471,L,54.88,58.82,3.94
16785,2471,S,48.21,54.88,6.66
16786,2471,M,42.91,48.21,5.31
16787,2471,C,28.38,42.91,14.53
16788,2471,A,28.19,28.38,0.18
16789,2471,K,20.51,28.19,7.68
16790,2472,R,58.81,59.3,0.49
16791,2472,L,54.88,58.81,3.93
16792,2472,S,48.19,54.88,6.68
16793,2472,M,42.87,48.19,5.32
16794,2472,C,28.36,42.87,14.52
16795,2472,A,28.2,28.36,0.16
16796,2472,K,20.48,28.2,7.72
16797,2473,R,58.8,59.29,0.49
16798,2473,L,54.87,58.8,3.93
16799,2473,S,48.17,54.87,6.71
16800,2473,M,42.84,48.17,5.33
16801,2473,C,28.34,42.84,14.5
16802,2473,A,28.21,28.34,0.13
16803,2473,K,20.45,28.21,7.76
16804,2474,R,58.79,59.28,0.49
16805,2474,L,54.87,58.79,3.92
16806,2474,S,48.14,54.87,6.73
16807,2474,M,42.8,48.14,5.34
16808,2474,C,28.32,42.8,14.48
16809,2474,A,28.21,28.32,0.11
16810,2474,K,20.41,28.21,7.8
16811,2475,R,58.77,59.27,0.49
16812,2475,L,54.87,58.77,3.91
16813,2475,S,48.12,54.87,6.75
16814,2475,M,42.76,48.12,5.36
16815,2475,C,28.3,42.76,14.46
16816,2475,K,20.38,28.21,7.84
16817,2476,R,58.76,59.25,0.49
16818,2476,L,54.86,58.76,3.9
16819,2476,S,48.09,54.86,6.77
16820,2476,M,42.72,48.09,5.37
16821,2476,C,28.27,42.72,14.45
16822,2476,K,20.34,28.21,7.87
16823,2477,R,58.75,59.24,0.49
16824,2477,L,54.86,58.75,3.89
16825,2477,S,48.06,54.86,6.79
16826,2477,M,42.68,48.06,5.39
16827,2477,C,28.25,42.68,14.43
16828,2477,K,20.31,28.21,7.91
16829,2478,R,58.73,59.23,0.49
16830,2478,L,54.85,58.73,3.88
16831,2478,S,48.04,54.85,6.82
16832,2478,M,42.64,48.04,5.4
16833,2478,C,28.22,42.64,14.41
16834,2478,K,20.27,28.21,7.94
16835,2479,R,58.72,59.21,0.49
16836,2479,L,54.85,58.72,3.87
